Transaction ID;Date;Time;Card Type;Entry Mode;Amount;Transaction Type;Merchant Group;Transaction Country;Shipping Address;Billing Address;Gender;Age;Issuing Bank;Fraudulent
624;11/10/2023;18:10;MasterCard;PIN;360.47;Online;Clothing;UK;434 Maple St;69 Pine St;Female;45;XYZ Bank;No
625;03/10/2023;01:24;Visa;PIN;125.09;ATM;Grocery;Spain;88 Elm St;684 Oak St;Male;29;ABC Bank;No
626;05/10/2023;19:23;MasterCard;Tap;378.7;Online;Retail;USA;713 Pine St;437 Pine St;Female;59;ABC Bank;No
627;30/09/2023;05:16;Visa;PIN;133.64;Online;Retail;UK;577 Elm St;933 Cedar St;Female;65;ABC Bank;No
628;22/10/2023;06:05;Visa;PIN;185.99;POS;Food;USA;659 Birch St;805 Elm St;Female;51;XYZ Bank;No
629;17/10/2023;03:51;MasterCard;PIN;493.93;POS;Grocery;France;711 Main St;647 Redwood St;Female;25;XYZ Bank;No
630;05/10/2023;23:07;Visa;PIN;54.09;Online;Clothing;France;941 Main St;234 Birch St;Female;28;DEF Bank;No
631;04/10/2023;04:10;Visa;PIN;159.46;Online;Clothing;Germany;736 Redwood St;621 Redwood St;Male;61;DEF Bank;No
632;21/09/2023;09:39;MasterCard;Tap;380.41;POS;Clothing;UK;753 Oak St;392 Birch St;Female;56;XYZ Bank;No
633;07/10/2023;17:06;Visa;PIN;467.54;ATM;Food;Germany;427 Main St;582 Oak St;Female;38;ABC Bank;No
634;18/10/2023;22:15;Visa;Tap;93.86;ATM;Food;UK;239 Cedar St;102 Oak St;Male;29;XYZ Bank;No
635;17/09/2023;03:21;MasterCard;PIN;137.58;Online;ATM Withdrawal;USA;210 Pine St;870 Oak St;Female;26;XYZ Bank;Yes
636;19/09/2023;20:42;Visa;PIN;199.71;ATM;Food;Spain;920 Cedar St;55 Elm St;Male;51;DEF Bank;No
637;09/10/2023;16:06;MasterCard;PIN;35.79;POS;Clothing;USA;968 Elm St;528 Cedar St;Female;70;ABC Bank;No
638;20/09/2023;18:38;Visa;Tap;444.54;Online;Food;Italy;831 Elm St;495 Redwood St;Female;56;DEF Bank;No
639;22/10/2023;23:51;MasterCard;Tap;316.91;ATM;Retail;USA;603 Birch St;457 Main St;Male;21;ABC Bank;No
640;19/10/2023;04:45;Visa;PIN;107.06;POS;Retail;Italy;518 Redwood St;292 Maple St;Male;35;DEF Bank;No
641;20/09/2023;01:08;MasterCard;PIN;413.72;Online;ATM Withdrawal;Germany;47 Main St;984 Pine St;Male;54;DEF Bank;No
642;18/10/2023;03:16;Visa;PIN;238.12;Online;Electronics;Germany;653 Oak St;710 Elm St;Female;63;DEF Bank;No
643;04/10/2023;08:43;Visa;Tap;63.97;Online;ATM Withdrawal;UK;882 Pine St;265 Maple St;Male;30;DEF Bank;No
644;20/10/2023;19:29;MasterCard;Tap;207.74;POS;Electronics;USA;788 Cedar St;859 Birch St;Female;34;DEF Bank;No
645;29/09/2023;08:50;MasterCard;PIN;232.1;Online;Clothing;Germany;960 Oak St;416 Elm St;Male;38;DEF Bank;No
646;19/10/2023;21:38;MasterCard;Tap;404.04;POS;Retail;Italy;770 Main St;780 Oak St;Female;66;ABC Bank;No
647;30/09/2023;15:31;Visa;Tap;153.33;Online;Electronics;Canada;705 Cedar St;716 Oak St;Female;64;DEF Bank;No
648;19/09/2023;23:18;MasterCard;PIN;424.94;POS;Retail;Canada;73 Cedar St;580 Cedar St;Female;29;ABC Bank;No
649;18/09/2023;07:28;Visa;Tap;417.54;Online;Grocery;Italy;306 Redwood St;96 Maple St;Male;42;XYZ Bank;No
650;16/10/2023;20:00;MasterCard;Tap;20.73;Online;ATM Withdrawal;Italy;666 Redwood St;504 Oak St;Male;66;XYZ Bank;No
651;30/09/2023;11:23;MasterCard;Tap;330.79;POS;ATM Withdrawal;Canada;208 Birch St;351 Main St;Male;68;DEF Bank;No
652;10/10/2023;02:10;MasterCard;Tap;387.3;ATM;Food;France;735 Main St;360 Redwood St;Male;68;XYZ Bank;No
653;19/10/2023;07:06;Visa;Tap;282.38;Online;Retail;UK;752 Main St;434 Main St;Female;64;ABC Bank;No
654;19/10/2023;16:58;MasterCard;Tap;390.77;POS;Food;Canada;133 Elm St;397 Elm St;Female;48;ABC Bank;No
655;11/10/2023;04:01;Visa;PIN;250.32;Online;Clothing;Canada;332 Main St;838 Elm St;Male;47;ABC Bank;No
656;17/10/2023;20:01;MasterCard;Tap;177.12;POS;ATM Withdrawal;Italy;902 Birch St;31 Elm St;Female;22;XYZ Bank;No
657;12/10/2023;18:30;Visa;Tap;236.39;POS;Retail;Canada;784 Redwood St;524 Redwood St;Female;39;DEF Bank;No
658;30/09/2023;14:35;Visa;PIN;325.64;Online;Retail;Spain;414 Redwood St;173 Cedar St;Male;57;ABC Bank;No
659;21/09/2023;11:21;MasterCard;PIN;317.26;POS;Grocery;Canada;518 Pine St;689 Maple St;Female;60;DEF Bank;No
660;05/10/2023;13:34;Visa;PIN;245.31;Online;Food;Spain;265 Maple St;933 Pine St;Female;57;ABC Bank;No
661;25/09/2023;15:18;Visa;PIN;269.75;Online;ATM Withdrawal;Germany;828 Oak St;933 Oak St;Female;46;DEF Bank;No
662;16/10/2023;21:19;MasterCard;PIN;36.32;Online;Clothing;USA;323 Elm St;361 Oak St;Male;39;ABC Bank;No
663;13/10/2023;17:20;Visa;Tap;354.08;POS;Retail;France;488 Main St;102 Oak St;Female;24;XYZ Bank;No
664;25/09/2023;07:46;MasterCard;Tap;237.51;ATM;Electronics;Italy;592 Elm St;88 Maple St;Female;21;DEF Bank;No
665;13/10/2023;14:19;MasterCard;PIN;88.42;POS;Electronics;UK;239 Maple St;687 Elm St;Female;43;XYZ Bank;No
666;21/10/2023;03:55;MasterCard;PIN;194.04;ATM;Clothing;Spain;633 Redwood St;604 Oak St;Female;68;ABC Bank;No
667;22/10/2023;00:29;MasterCard;Tap;357.18;ATM;Electronics;France;210 Main St;211 Elm St;Female;52;XYZ Bank;No
668;13/10/2023;03:19;Visa;PIN;359.3;POS;ATM Withdrawal;Canada;127 Pine St;615 Birch St;Male;53;ABC Bank;No
669;24/09/2023;01:53;Visa;Tap;116.52;POS;Electronics;UK;291 Pine St;994 Maple St;Female;36;ABC Bank;No
670;27/09/2023;08:07;Visa;Tap;131.54;ATM;Clothing;Canada;804 Main St;108 Maple St;Female;52;ABC Bank;No
671;20/09/2023;10:07;Visa;Tap;184.22;Online;Clothing;Germany;706 Maple St;64 Main St;Female;57;ABC Bank;No
672;22/10/2023;20:38;Visa;PIN;442.22;Online;Clothing;UK;121 Elm St;103 Main St;Male;40;DEF Bank;No
673;04/10/2023;22:51;MasterCard;PIN;266.21;Online;Clothing;Italy;767 Birch St;346 Oak St;Female;52;XYZ Bank;Yes
674;20/09/2023;23:04;MasterCard;PIN;293.77;Online;Grocery;Italy;925 Birch St;675 Main St;Female;33;XYZ Bank;No
675;21/09/2023;23:52;Visa;Tap;119.28;Online;Clothing;Italy;778 Cedar St;720 Redwood St;Female;67;DEF Bank;No
676;20/09/2023;20:48;MasterCard;Tap;175.32;ATM;Electronics;France;867 Oak St;479 Elm St;Male;40;ABC Bank;No
677;13/10/2023;11:24;MasterCard;PIN;486.51;Online;Food;Spain;58 Oak St;737 Pine St;Female;56;ABC Bank;No
678;09/10/2023;16:43;Visa;PIN;358.57;POS;Grocery;Canada;576 Main St;19 Cedar St;Female;45;ABC Bank;No
679;03/10/2023;04:07;Visa;PIN;55.81;Online;Grocery;USA;549 Redwood St;811 Main St;Male;27;DEF Bank;No
680;18/10/2023;03:04;MasterCard;PIN;296.16;Online;Retail;USA;608 Redwood St;740 Cedar St;Male;31;DEF Bank;No
681;18/10/2023;00:47;Visa;Tap;424.15;POS;Retail;Italy;326 Cedar St;131 Main St;Female;41;XYZ Bank;Yes
682;03/10/2023;19:09;MasterCard;PIN;329.11;ATM;Retail;France;358 Pine St;389 Redwood St;Female;50;DEF Bank;No
683;12/10/2023;02:31;Visa;Tap;351.66;Online;Clothing;France;209 Cedar St;588 Cedar St;Male;70;ABC Bank;No
684;13/10/2023;09:20;MasterCard;PIN;355.18;POS;Food;Canada;349 Oak St;8 Main St;Male;31;XYZ Bank;No
685;21/09/2023;01:47;MasterCard;PIN;107.81;ATM;Electronics;UK;780 Cedar St;431 Pine St;Male;32;DEF Bank;No
686;16/10/2023;22:34;Visa;Tap;240.69;ATM;Retail;Italy;994 Pine St;752 Main St;Female;41;DEF Bank;No
687;18/09/2023;11:29;MasterCard;PIN;215.13;Online;Retail;Germany;171 Elm St;166 Cedar St;Female;32;DEF Bank;No
688;04/10/2023;07:19;MasterCard;Tap;183.47;Online;Grocery;UK;319 Pine St;914 Cedar St;Female;42;DEF Bank;No
689;03/10/2023;10:03;MasterCard;PIN;88.52;POS;ATM Withdrawal;UK;720 Maple St;566 Oak St;Male;56;DEF Bank;No
690;11/10/2023;03:07;MasterCard;Tap;146.36;Online;Clothing;Canada;665 Maple St;296 Birch St;Female;53;ABC Bank;No
691;11/10/2023;07:57;Visa;PIN;72.9;Online;Retail;France;122 Main St;333 Main St;Male;52;DEF Bank;No
692;04/10/2023;03:31;Visa;Tap;228.91;ATM;Food;Spain;69 Main St;860 Oak St;Female;40;DEF Bank;No
693;05/10/2023;07:00;MasterCard;Tap;339.38;Online;ATM Withdrawal;Italy;409 Maple St;958 Maple St;Male;54;ABC Bank;No
694;21/10/2023;15:40;MasterCard;Tap;79.07;ATM;Food;Spain;221 Pine St;52 Oak St;Female;26;DEF Bank;No
695;20/10/2023;18:30;MasterCard;Tap;142.47;POS;Electronics;Italy;408 Main St;479 Pine St;Male;64;ABC Bank;No
696;01/10/2023;20:14;MasterCard;PIN;106.47;ATM;Retail;UK;21 Elm St;128 Redwood St;Male;62;DEF Bank;No
697;24/09/2023;06:49;Visa;PIN;258.27;ATM;Retail;Spain;415 Oak St;477 Birch St;Female;42;XYZ Bank;No
698;21/10/2023;16:56;Visa;Tap;446.39;ATM;Clothing;France;967 Oak St;140 Redwood St;Female;60;DEF Bank;Yes
699;24/09/2023;11:19;Visa;Tap;134.26;Online;Electronics;Italy;773 Elm St;975 Elm St;Female;35;ABC Bank;No
700;17/10/2023;11:01;Visa;Tap;94.62;Online;ATM Withdrawal;Germany;809 Main St;369 Elm St;Female;26;XYZ Bank;No
701;07/10/2023;22:14;Visa;Tap;323.79;ATM;Electronics;Italy;809 Cedar St;236 Maple St;Male;61;DEF Bank;No
702;24/09/2023;22:21;MasterCard;PIN;90.11;Online;Retail;Germany;578 Redwood St;995 Redwood St;Male;62;ABC Bank;No
703;25/09/2023;10:26;MasterCard;PIN;145.78;ATM;Grocery;USA;543 Birch St;8 Cedar St;Female;49;XYZ Bank;Yes
704;20/09/2023;05:58;MasterCard;PIN;252.28;ATM;Retail;Germany;468 Cedar St;190 Maple St;Female;20;DEF Bank;No
705;29/09/2023;10:35;MasterCard;PIN;217.32;Online;Clothing;Italy;251 Pine St;857 Elm St;Female;28;ABC Bank;No
706;08/10/2023;23:42;MasterCard;PIN;410.41;POS;Food;France;195 Redwood St;874 Maple St;Male;64;ABC Bank;No
707;17/09/2023;23:47;MasterCard;PIN;237.68;POS;Food;Canada;969 Maple St;523 Pine St;Female;62;DEF Bank;No
708;18/10/2023;22:02;Visa;PIN;375.22;Online;Food;Italy;279 Main St;789 Oak St;Female;21;XYZ Bank;No
709;13/10/2023;01:21;MasterCard;PIN;368.07;POS;Grocery;Germany;827 Elm St;163 Redwood St;Female;65;DEF Bank;No
710;20/10/2023;20:15;Visa;Tap;36.1;POS;Clothing;Canada;672 Redwood St;661 Birch St;Female;36;ABC Bank;No
711;18/09/2023;03:03;MasterCard;PIN;360.24;Online;Grocery;Germany;24 Elm St;504 Redwood St;Female;70;ABC Bank;No
712;06/10/2023;06:49;Visa;PIN;202.29;POS;Retail;Italy;920 Pine St;560 Birch St;Female;33;ABC Bank;No
713;24/09/2023;01:26;MasterCard;Tap;369.93;ATM;Food;Italy;986 Oak St;278 Birch St;Male;48;DEF Bank;No
714;27/09/2023;14:17;Visa;Tap;400.07;ATM;ATM Withdrawal;France;453 Elm St;721 Redwood St;Female;48;ABC Bank;No
715;20/10/2023;00:32;MasterCard;Tap;31.03;Online;Clothing;Canada;263 Redwood St;559 Main St;Male;61;DEF Bank;No
716;28/09/2023;15:00;Visa;PIN;156.58;Online;Food;Spain;475 Main St;218 Redwood St;Female;68;DEF Bank;No
717;22/10/2023;07:48;MasterCard;Tap;466.18;Online;ATM Withdrawal;Germany;371 Pine St;472 Cedar St;Male;63;DEF Bank;No
718;22/09/2023;09:55;Visa;Tap;199.57;Online;Food;Canada;455 Cedar St;339 Birch St;Female;42;DEF Bank;No
719;17/09/2023;17:11;Visa;Tap;255.67;Online;Retail;Spain;157 Redwood St;905 Pine St;Male;54;XYZ Bank;No
720;13/10/2023;01:36;Visa;PIN;241.95;POS;Clothing;Germany;940 Main St;753 Redwood St;Female;66;ABC Bank;No
721;07/10/2023;10:42;MasterCard;Tap;37.53;Online;Grocery;Spain;359 Birch St;241 Pine St;Male;26;XYZ Bank;No
722;15/10/2023;19:43;MasterCard;PIN;182.7;POS;Grocery;France;394 Elm St;284 Pine St;Female;26;DEF Bank;No
723;20/10/2023;15:31;Visa;PIN;257.27;Online;Clothing;France;543 Birch St;324 Maple St;Female;32;ABC Bank;No
724;02/10/2023;11:26;Visa;Tap;132.63;ATM;Food;Canada;265 Oak St;972 Pine St;Female;30;ABC Bank;No
725;28/09/2023;04:11;Visa;Tap;477.09;Online;ATM Withdrawal;USA;226 Elm St;811 Birch St;Female;51;DEF Bank;No
726;30/09/2023;04:13;MasterCard;Tap;397.89;Online;Electronics;UK;675 Pine St;907 Redwood St;Male;46;ABC Bank;No
727;24/09/2023;00:33;MasterCard;Tap;349.69;Online;Clothing;Canada;993 Maple St;13 Maple St;Female;68;DEF Bank;No
728;21/10/2023;14:37;MasterCard;PIN;374.3;Online;Retail;Canada;788 Pine St;368 Main St;Female;50;DEF Bank;No
729;06/10/2023;07:22;MasterCard;PIN;225.28;ATM;Grocery;Canada;256 Elm St;305 Main St;Female;31;ABC Bank;No
730;23/09/2023;04:42;Visa;PIN;400.99;ATM;ATM Withdrawal;Canada;758 Oak St;191 Elm St;Male;67;DEF Bank;No
731;29/09/2023;08:27;MasterCard;PIN;89.03;Online;Grocery;Germany;567 Birch St;161 Redwood St;Male;31;XYZ Bank;No
732;11/10/2023;21:34;Visa;Tap;173.88;Online;Clothing;Spain;463 Oak St;430 Cedar St;Male;56;ABC Bank;No
733;12/10/2023;09:36;Visa;Tap;434.62;Online;ATM Withdrawal;France;500 Cedar St;38 Cedar St;Female;51;XYZ Bank;No
734;24/09/2023;20:06;MasterCard;PIN;140.12;POS;Retail;France;97 Elm St;714 Pine St;Male;69;XYZ Bank;No
735;08/10/2023;15:01;MasterCard;PIN;258.2;POS;Retail;France;16 Redwood St;773 Redwood St;Male;24;DEF Bank;No
736;18/09/2023;02:12;MasterCard;PIN;405.96;ATM;Clothing;UK;202 Maple St;832 Pine St;Male;54;ABC Bank;No
737;18/09/2023;09:08;MasterCard;Tap;490.96;Online;ATM Withdrawal;UK;425 Cedar St;478 Cedar St;Male;45;ABC Bank;No
738;12/10/2023;21:42;Visa;Tap;474.78;POS;ATM Withdrawal;Italy;466 Cedar St;977 Birch St;Female;46;ABC Bank;No
739;06/10/2023;16:44;MasterCard;PIN;461.44;Online;ATM Withdrawal;USA;959 Maple St;312 Oak St;Female;62;ABC Bank;No
740;22/09/2023;09:34;Visa;PIN;366.39;POS;Retail;Spain;556 Cedar St;726 Main St;Male;24;XYZ Bank;No
741;19/10/2023;04:54;MasterCard;PIN;357.92;ATM;Electronics;Spain;324 Pine St;240 Main St;Male;66;XYZ Bank;No
742;06/10/2023;21:46;Visa;PIN;31.32;ATM;Electronics;Germany;940 Maple St;891 Redwood St;Male;22;DEF Bank;No
743;19/10/2023;19:36;MasterCard;Tap;482.25;Online;Electronics;Canada;855 Birch St;807 Pine St;Male;24;XYZ Bank;No
744;28/09/2023;13:28;Visa;Tap;143.7;POS;Food;USA;690 Pine St;448 Birch St;Female;31;XYZ Bank;No
745;14/10/2023;04:07;Visa;Tap;397.02;ATM;Grocery;Italy;12 Oak St;348 Cedar St;Female;63;XYZ Bank;No
746;22/10/2023;20:16;MasterCard;Tap;174.85;ATM;Grocery;Italy;195 Pine St;226 Redwood St;Female;62;DEF Bank;No
747;21/10/2023;05:26;MasterCard;PIN;20.44;Online;Electronics;UK;69 Redwood St;238 Main St;Female;26;DEF Bank;No
748;12/10/2023;19:04;MasterCard;PIN;131.86;Online;Retail;France;684 Birch St;195 Elm St;Female;70;ABC Bank;No
749;14/10/2023;18:02;Visa;Tap;193.57;Online;Food;UK;139 Main St;24 Pine St;Female;42;ABC Bank;No
750;18/10/2023;10:10;Visa;PIN;349.11;Online;Grocery;France;477 Elm St;858 Maple St;Male;26;ABC Bank;No
751;11/10/2023;00:35;MasterCard;Tap;355.03;ATM;ATM Withdrawal;France;334 Oak St;543 Oak St;Female;26;DEF Bank;No
752;27/09/2023;12:22;MasterCard;PIN;372.54;Online;Electronics;UK;747 Cedar St;238 Cedar St;Female;67;DEF Bank;No
753;17/10/2023;17:42;MasterCard;Tap;21.26;POS;Grocery;UK;595 Cedar St;13 Oak St;Male;48;DEF Bank;Yes
754;19/10/2023;08:04;Visa;Tap;140.62;POS;Food;UK;712 Cedar St;131 Elm St;Female;40;DEF Bank;No
755;05/10/2023;22:48;Visa;Tap;202.93;Online;ATM Withdrawal;France;860 Birch St;970 Maple St;Female;25;ABC Bank;No
756;15/10/2023;08:34;Visa;Tap;104.49;Online;Electronics;Germany;347 Cedar St;73 Maple St;Male;24;ABC Bank;No
757;21/10/2023;14:47;Visa;Tap;165.98;Online;Clothing;Canada;181 Oak St;671 Birch St;Female;48;DEF Bank;No
758;12/10/2023;07:02;Visa;Tap;185.97;POS;Food;Italy;785 Cedar St;93 Maple St;Male;62;DEF Bank;No
759;24/09/2023;06:21;Visa;PIN;471.39;Online;Retail;UK;125 Cedar St;811 Pine St;Female;19;ABC Bank;No
760;04/10/2023;21:23;MasterCard;PIN;477.76;Online;Electronics;Germany;321 Birch St;933 Pine St;Male;45;XYZ Bank;Yes
761;09/10/2023;11:31;Visa;PIN;463.54;ATM;ATM Withdrawal;UK;279 Elm St;4 Oak St;Male;44;ABC Bank;No
762;29/09/2023;00:12;Visa;PIN;93.42;POS;Retail;Spain;812 Maple St;714 Oak St;Female;41;ABC Bank;No
763;21/10/2023;13:45;Visa;PIN;201.0;Online;Grocery;Canada;418 Birch St;192 Elm St;Male;22;ABC Bank;No
764;11/10/2023;22:48;MasterCard;Tap;122.43;Online;Grocery;Canada;60 Main St;986 Birch St;Male;54;DEF Bank;No
765;29/09/2023;09:12;Visa;Tap;88.41;Online;Grocery;USA;395 Main St;125 Redwood St;Female;43;ABC Bank;No
766;19/10/2023;22:59;MasterCard;Tap;164.31;ATM;Electronics;Canada;786 Redwood St;742 Elm St;Female;48;DEF Bank;No
767;01/10/2023;05:22;MasterCard;Tap;64.99;Online;Food;Italy;504 Main St;450 Elm St;Male;69;DEF Bank;No
768;26/09/2023;05:25;Visa;Tap;367.37;ATM;Food;France;278 Pine St;109 Pine St;Female;50;DEF Bank;No
769;16/10/2023;19:39;Visa;Tap;378.1;ATM;Electronics;Italy;419 Pine St;493 Main St;Female;57;DEF Bank;No
770;27/09/2023;11:51;MasterCard;PIN;402.26;Online;Electronics;Spain;86 Birch St;313 Oak St;Male;20;DEF Bank;No
771;10/10/2023;10:05;Visa;Tap;32.83;POS;Electronics;Germany;411 Redwood St;455 Birch St;Female;69;DEF Bank;No
772;07/10/2023;19:52;MasterCard;Tap;280.76;POS;Food;USA;319 Redwood St;92 Redwood St;Male;30;ABC Bank;No
773;17/10/2023;13:40;Visa;Tap;45.34;ATM;Grocery;USA;382 Birch St;690 Main St;Female;28;XYZ Bank;No
774;06/10/2023;23:33;MasterCard;Tap;244.3;POS;Clothing;Italy;534 Main St;434 Birch St;Female;53;XYZ Bank;No
775;19/09/2023;11:43;Visa;Tap;335.66;POS;Retail;France;627 Pine St;365 Elm St;Male;35;ABC Bank;No
776;01/10/2023;11:02;MasterCard;PIN;352.41;POS;Electronics;France;153 Main St;770 Oak St;Female;42;DEF Bank;No
777;04/10/2023;02:14;Visa;PIN;147.52;ATM;ATM Withdrawal;Germany;193 Birch St;282 Maple St;Male;22;XYZ Bank;No
778;18/09/2023;01:32;Visa;Tap;257.37;ATM;Retail;Spain;680 Maple St;135 Elm St;Male;29;DEF Bank;No
779;24/09/2023;12:02;MasterCard;PIN;261.96;Online;Food;Italy;420 Maple St;901 Oak St;Male;61;ABC Bank;No
780;20/09/2023;06:20;Visa;Tap;346.31;Online;Food;Canada;269 Cedar St;851 Maple St;Female;31;XYZ Bank;No
781;22/10/2023;17:56;MasterCard;PIN;372.87;ATM;Electronics;UK;890 Elm St;639 Pine St;Female;53;XYZ Bank;No
782;26/09/2023;14:14;Visa;PIN;481.38;POS;Food;Germany;659 Oak St;520 Main St;Male;69;DEF Bank;No
783;12/10/2023;03:38;MasterCard;PIN;255.37;Online;Food;UK;506 Cedar St;264 Elm St;Female;56;ABC Bank;No
784;18/09/2023;06:29;Visa;Tap;415.53;Online;Food;Germany;526 Main St;57 Elm St;Female;18;ABC Bank;No
785;21/10/2023;03:57;MasterCard;Tap;454.01;Online;Retail;Italy;962 Birch St;772 Redwood St;Male;32;ABC Bank;No
786;15/10/2023;00:34;Visa;PIN;375.41;Online;Electronics;Canada;212 Redwood St;283 Pine St;Female;59;XYZ Bank;No
787;17/09/2023;12:00;Visa;Tap;472.42;ATM;Retail;Italy;702 Elm St;845 Main St;Female;45;XYZ Bank;No
788;21/09/2023;16:18;Visa;PIN;207.63;ATM;Food;USA;560 Pine St;721 Maple St;Male;69;DEF Bank;No
789;30/09/2023;04:27;Visa;PIN;215.16;ATM;Food;France;278 Pine St;146 Oak St;Female;27;XYZ Bank;No
790;12/10/2023;11:38;MasterCard;PIN;227.34;POS;Grocery;Spain;723 Pine St;881 Birch St;Male;64;DEF Bank;No
791;01/10/2023;10:14;Visa;Tap;482.58;Online;Clothing;Spain;354 Maple St;63 Elm St;Male;41;DEF Bank;No
792;28/09/2023;10:52;MasterCard;Tap;312.58;ATM;Food;USA;507 Main St;181 Elm St;Female;23;XYZ Bank;No
793;16/10/2023;16:11;MasterCard;Tap;178.76;POS;Food;UK;526 Cedar St;567 Main St;Male;68;DEF Bank;No
794;19/09/2023;11:21;MasterCard;PIN;170.84;Online;Retail;UK;416 Oak St;707 Maple St;Male;48;DEF Bank;No
795;20/10/2023;10:25;MasterCard;Tap;234.59;Online;Retail;Italy;726 Pine St;5 Main St;Male;39;ABC Bank;No
796;12/10/2023;01:04;MasterCard;PIN;250.73;Online;Retail;Italy;3 Birch St;560 Oak St;Female;28;ABC Bank;No
797;17/10/2023;07:05;Visa;PIN;472.31;Online;Clothing;Canada;605 Main St;988 Pine St;Female;35;ABC Bank;No
798;17/10/2023;21:40;Visa;Tap;371.83;ATM;Food;Spain;264 Cedar St;443 Elm St;Male;20;ABC Bank;No
799;22/09/2023;21:06;MasterCard;Tap;205.15;ATM;Clothing;UK;578 Birch St;385 Cedar St;Male;35;XYZ Bank;No
800;22/09/2023;13:42;Visa;PIN;240.41;POS;Electronics;UK;978 Maple St;728 Birch St;Male;18;DEF Bank;No
801;09/10/2023;13:28;Visa;PIN;448.91;ATM;Retail;Canada;136 Birch St;844 Maple St;Male;56;ABC Bank;Yes
802;28/09/2023;06:15;Visa;PIN;207.24;ATM;ATM Withdrawal;France;623 Birch St;876 Maple St;Female;24;DEF Bank;No
803;29/09/2023;18:52;MasterCard;Tap;313.45;ATM;Grocery;Spain;493 Birch St;984 Birch St;Male;38;XYZ Bank;Yes
804;19/09/2023;10:08;MasterCard;PIN;96.75;Online;Clothing;Spain;343 Elm St;883 Redwood St;Male;27;ABC Bank;No
805;01/10/2023;07:26;Visa;PIN;363.05;POS;ATM Withdrawal;Spain;360 Pine St;560 Maple St;Female;27;DEF Bank;No
806;19/09/2023;07:04;Visa;Tap;438.25;ATM;Electronics;France;515 Pine St;658 Oak St;Male;19;XYZ Bank;No
807;30/09/2023;00:33;MasterCard;Tap;283.24;POS;ATM Withdrawal;Italy;540 Cedar St;827 Cedar St;Female;39;ABC Bank;No
808;18/10/2023;22:30;MasterCard;Tap;452.7;Online;ATM Withdrawal;France;158 Redwood St;156 Elm St;Female;19;DEF Bank;No
809;30/09/2023;18:49;Visa;Tap;36.39;POS;Electronics;UK;607 Cedar St;145 Pine St;Male;32;DEF Bank;No
810;19/10/2023;12:08;MasterCard;Tap;328.96;Online;Clothing;France;120 Redwood St;302 Pine St;Male;58;XYZ Bank;No
811;09/10/2023;07:09;MasterCard;Tap;425.94;POS;Clothing;USA;578 Elm St;911 Main St;Female;18;ABC Bank;No
812;29/09/2023;02:22;Visa;Tap;54.93;POS;Grocery;Italy;32 Redwood St;284 Elm St;Female;64;XYZ Bank;No
813;12/10/2023;05:58;MasterCard;Tap;260.23;Online;Food;Italy;521 Maple St;945 Elm St;Male;68;DEF Bank;No
814;17/09/2023;05:07;MasterCard;PIN;216.46;Online;Retail;Canada;662 Main St;481 Birch St;Female;70;ABC Bank;No
815;22/10/2023;14:54;MasterCard;PIN;177.46;ATM;Retail;Spain;339 Pine St;755 Maple St;Male;64;ABC Bank;No
816;18/09/2023;09:16;Visa;Tap;292.72;POS;Grocery;Canada;515 Maple St;951 Elm St;Male;48;XYZ Bank;No
817;08/10/2023;17:29;MasterCard;PIN;224.61;Online;Grocery;Canada;563 Main St;577 Cedar St;Female;27;XYZ Bank;No
818;09/10/2023;11:17;MasterCard;Tap;292.68;Online;Food;Italy;563 Birch St;902 Cedar St;Female;51;ABC Bank;No
819;18/10/2023;08:56;MasterCard;Tap;432.58;POS;ATM Withdrawal;France;49 Redwood St;328 Main St;Female;25;DEF Bank;Yes
820;11/10/2023;02:02;MasterCard;PIN;244.01;Online;Retail;France;811 Cedar St;453 Pine St;Male;32;XYZ Bank;No
821;18/09/2023;04:28;Visa;PIN;390.65;Online;Retail;USA;49 Redwood St;609 Redwood St;Male;20;XYZ Bank;No
822;13/10/2023;02:23;Visa;Tap;492.53;ATM;Clothing;Canada;60 Main St;496 Elm St;Male;68;DEF Bank;No
823;18/10/2023;23:29;Visa;Tap;56.63;POS;Grocery;France;847 Maple St;167 Elm St;Male;39;DEF Bank;No
824;10/10/2023;23:50;MasterCard;PIN;143.54;Online;Grocery;USA;881 Main St;857 Elm St;Female;66;DEF Bank;No
825;30/09/2023;01:58;MasterCard;Tap;246.06;ATM;Grocery;Italy;937 Elm St;214 Cedar St;Female;31;ABC Bank;No
826;20/10/2023;04:02;Visa;PIN;215.71;Online;Food;Spain;125 Redwood St;25 Birch St;Female;34;ABC Bank;No
827;29/09/2023;21:32;MasterCard;Tap;183.99;Online;Grocery;Canada;332 Elm St;863 Pine St;Male;22;DEF Bank;No
828;18/09/2023;18:52;Visa;PIN;205.68;ATM;ATM Withdrawal;Spain;22 Redwood St;132 Maple St;Female;29;XYZ Bank;No
829;19/09/2023;17:15;Visa;PIN;215.92;POS;Electronics;France;599 Birch St;151 Elm St;Female;53;ABC Bank;No
830;07/10/2023;06:41;Visa;PIN;329.2;ATM;ATM Withdrawal;Germany;396 Oak St;727 Birch St;Female;51;DEF Bank;No
831;11/10/2023;04:07;MasterCard;Tap;410.45;Online;Retail;Germany;171 Main St;473 Main St;Female;50;XYZ Bank;No
832;30/09/2023;06:00;MasterCard;PIN;391.95;ATM;Retail;Italy;984 Redwood St;903 Birch St;Male;45;XYZ Bank;No
